Gene stable ID	Chromosome/scaffold name	Gene name	Gene type	Gene start (bp)	Gene end (bp)
ENSG00000162194	11	LBHD1	protein_coding	62662817	62672255
ENSG00000233162	X	MORF4L1P6	processed_pseudogene	73474563	73474830
ENSG00000280204	11	OR1S1	protein_coding	58212720	58216084
ENSG00000237475	X	RPL7P53	processed_pseudogene	73535503	73536241
ENSG00000261584	6	AL513548.1	lincRNA	26686241	26687964
ENSG00000269904	X	MAP2K4P1	transcribed_processed_pseudogene	73524275	73563085
ENSG00000205414	16	AC007608.1	antisense	50606076	50613684
ENSG00000180475	11	OR10Q1	protein_coding	58227882	58228918
ENSG00000258546	12	CENPUP2	processed_pseudogene	25092715	25093900
ENSG00000278909	16	AC007608.4	TEC	50555355	50558719
ENSG00000196431	22	CRYBA4	protein_coding	26621963	26630669
ENSG00000140807	16	NKD1	protein_coding	50548396	50649249
ENSG00000254589	11	EIF4A2P3	processed_pseudogene	58242043	58243097
ENSG00000197355	9	UAP1L1	protein_coding	137077517	137084539
ENSG00000232887	7	AC006466.1	processed_pseudogene	31119284	31119572
ENSG00000232062	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DQA1	protein_coding	32730753	32736617
ENSG00000160908	7	ZNF394	protein_coding	99473877	99504857
ENSG00000260339	15	HEXA-AS1	antisense	72376113	72378788
ENSG00000115263	2	GCG	protein_coding	162142882	162152404
ENSG00000260729	15	AC009690.1	protein_coding	72284727	72375981
ENSG00000169083	X	AR	protein_coding	67544032	67730619
ENSG00000226984	1	AL035410.1	processed_pseudogene	114459934	114460360
ENSG00000225867	22	AL022315.1	antisense	37550026	37551735
ENSG00000226912	22	ISCA2P1	processed_pseudogene	26644889	26645336
ENSG00000225650	1	EIF2S2P5	processed_pseudogene	114468315	114469282
ENSG00000230847	5	OCLNP1	unprocessed_pseudogene	71074225	71093193
ENSG00000243307	6	POM121L6P	processed_pseudogene	26896952	26898777
ENSG00000273025	15	AC009690.3	protein_coding	72266746	72319946
ENSG00000259756	15	AC100839.2	antisense	62682916	62690448
ENSG00000241549	6	GUSBP2	transcribed_unprocessed_pseudogene	26871484	26956554
ENSG00000251634	5	AC145138.1	unprocessed_pseudogene	71102898	71128753
ENSG00000247796	5	AC008966.1	antisense	53109842	53115126
ENSG00000253900	5	CDH12P4	unprocessed_pseudogene	71132993	71133287
ENSG00000136689	2	IL1RN	protein_coding	113107214	113134016
ENSG00000171914	15	TLN2	protein_coding	62390526	62844631
ENSG00000261460	15	AC009690.2	antisense	72278867	72351794
ENSG00000263159	16	AC005736.2	antisense	4032012	4032936
ENSG00000140488	15	CELF6	protein_coding	72284727	72320157
ENSG00000128283	22	CDC42EP1	protein_coding	37560480	37569405
ENSG00000164172	5	MOCS2	protein_coding	53095679	53110063
ENSG00000162104	16	ADCY9	protein_coding	3953387	4116442
ENSG00000172772	11	OR10W1	protein_coding	58266792	58268260
ENSG00000185085	11	INTS5	protein_coding	62646848	62653302
ENSG00000152457	10	DCLRE1C	protein_coding	14897359	14954432
ENSG00000109436	4	TBC1D9	protein_coding	140620782	140756385
ENSG00000196652	7	ZKSCAN5	protein_coding	99504651	99534700
ENSG00000272900	11	OR10Q2P	unprocessed_pseudogene	58291826	58292765
ENSG00000104899	19	AMH	protein_coding	2249309	2252073
ENSG00000255218	11	OR5BC1P	unprocessed_pseudogene	58317637	58318375
ENSG00000283314	4	LINC02357	lincRNA	26070754	26104258
ENSG00000278615	11	C11orf98	protein_coding	62662816	62665217
ENSG00000260029	16	AC007608.2	antisense	50551824	50553940
ENSG00000152133	2	GPATCH11	protein_coding	37084451	37099244
ENSG00000278319	X	AL590240.4	unprocessed_pseudogene	55101637	55102026
ENSG00000215630	5	GUSBP9	unprocessed_pseudogene	71197646	71208130
ENSG00000233290	1	AL157944.1	lincRNA	82212413	82848205
ENSG00000235558	5	AC146949.1	unprocessed_pseudogene	71220356	71259238
ENSG00000276929	X	AL590240.3	unprocessed_pseudogene	55137930	55142433
ENSG00000234160	9	AL513165.1	antisense	37509150	37510299
ENSG00000272312	6	AL133255.1	lincRNA	27001208	27001648
ENSG00000224843	6	LINC00240	lincRNA	26956992	27023931
ENSG00000249981	5	AC145141.1	lincRNA	71445616	71446569
ENSG00000239327	14	AL163195.1	processed_pseudogene	20616644	20616991
ENSG00000169040	5	PMCHL2	transcribed_unprocessed_pseudogene	71375786	71385993
ENSG00000255432	11	AP001458.2	protein_coding	62649694	62665178
ENSG00000163541	2	SUCLG1	protein_coding	84423528	84460045
ENSG00000078098	2	FAP	protein_coding	162170684	162245151
ENSG00000263438	18	LINC01919	lincRNA	53568447	53597851
ENSG00000262623	17	AC004584.2	processed_pseudogene	56951664	56952404
ENSG00000250387	5	LINC02197	lincRNA	71351855	71446342
ENSG00000262298	17	AC004584.1	antisense	56939932	56941275
ENSG00000121058	17	COIL	protein_coding	56938199	56961050
ENSG00000159239	2	AC005041.1	protein_coding	74393836	74421662
ENSG00000258253	12	AC078865.1	antisense	52380460	52402407
ENSG00000253985	5	AC145141.2	lincRNA	71372676	71374898
ENSG00000233155	2	HMGA1P8	processed_pseudogene	74418122	74418442
ENSG00000237737	2	DCTN1-AS1	antisense	74385486	74393882
ENSG00000224797	9	AL359092.1	processed_pseudogene	130724786	130725050
ENSG00000161849	12	KRT84	protein_coding	52377812	52385652
ENSG00000268297	19	CLEC4GP1	unprocessed_pseudogene	7787549	7790621
ENSG00000248335	4	AC096733.1	antisense	140712168	140716081
ENSG00000273762	18	VN1R76P	unprocessed_pseudogene	52419189	52419644
ENSG00000262418	CHR_HSCHR1_3_CTG31	PTPRC	protein_coding	198650158	198733963
ENSG00000249661	4	TNRC18P1	processed_pseudogene	140641840	140645489
ENSG00000277866	5	AC022106.2	unprocessed_pseudogene	150978419	150979175
ENSG00000280098	18	AC011155.1	TEC	52409042	52409257
ENSG00000260236	3	AC099778.1	antisense	47379089	47380999
ENSG00000100079	22	LGALS2	protein_coding	37570248	37582616
ENSG00000254533	8	AF186192.1	lincRNA	144698614	144699185
ENSG00000151079	12	KCNA6	protein_coding	4809176	4813412
ENSG00000198556	7	ZNF789	protein_coding	99472890	99503650
ENSG00000145916	5	RMND5B	protein_coding	178130996	178150568
ENSG00000211445	5	GPX3	protein_coding	151020438	151028992
ENSG00000264324	2	AC006030.1	protein_coding	74211604	74363377
ENSG00000130035	12	GALNT8	protein_coding	4720341	4851927
ENSG00000042062	20	RIPOR3	protein_coding	50586108	50691527
ENSG00000161850	12	KRT82	protein_coding	52393931	52406355
ENSG00000272848	6	AL135910.1	lincRNA	169426420	169452475
ENSG00000163755	3	HPS3	protein_coding	149129584	149173732
ENSG00000285887	6	AL009176.1	lincRNA	169419004	169425156
ENSG00000148444	10	COMMD3	protein_coding	22316386	22320306
ENSG00000241169	1	FO393419.2	lincRNA	27457198	27459582
ENSG00000158195	1	WASF2	protein_coding	27404230	27490167
ENSG00000227738	2	AC092646.1	processed_pseudogene	123762171	123763071
ENSG00000168490	8	PHYHIP	protein_coding	22219703	22232101
ENSG00000224891	2	AC007899.1	processed_pseudogene	37148530	37149304
ENSG00000279874	2	AC064859.1	TEC	123850522	123850695
ENSG00000228400	2	AC079154.1	antisense	124016858	124025173
ENSG00000148826	10	NKX6-2	protein_coding	132783179	132786147
ENSG00000055332	2	EIF2AK2	protein_coding	37099210	37157065
ENSG00000198000	9	NOL8	protein_coding	92297358	92325636
ENSG00000170454	12	KRT75	protein_coding	52424070	52434371
ENSG00000282973	16	AC141257.3	processed_pseudogene	33345182	33345396
ENSG00000261509	16	TP53TG3B	protein_coding	33360274	33363478
ENSG00000256237	12	AC007450.1	lincRNA	11541395	11555838
ENSG00000231302	20	RPL36P2	processed_pseudogene	50620763	50621077
ENSG00000247157	12	LINC01252	lincRNA	11548030	11590369
ENSG00000234693	20	AL353653.1	antisense	50645471	50662275
ENSG00000203989	X	RHOXF2B	protein_coding	120070672	120077705
ENSG00000255608	12	AC006063.1	sense_intronic	4838955	4842675
ENSG00000111254	12	AKAP3	protein_coding	4615508	4649051
ENSG00000256347	11	OR8R1P	unprocessed_pseudogene	73248779	73249867
ENSG00000257500	12	AC055736.1	antisense	52407580	52428494
ENSG00000270467	16	IGHV3OR16-12	IG_V_gene	33802764	33803217
ENSG00000257844	12	KRT90P	unprocessed_pseudogene	52411742	52421867
ENSG00000261153	16	AC136428.3	processed_pseudogene	33808778	33810767
ENSG00000271178	16	IGHV3OR16-13	IG_V_gene	33827214	33827661
ENSG00000254515	11	AP001124.1	processed_pseudogene	121238304	121238688
ENSG00000213244	1	HIST2H3DP1	unprocessed_pseudogene	121118195	121118610
ENSG00000227193	1	AC244453.1	lincRNA	121118126	121146826
ENSG00000259680	16	AC136428.1	protein_coding	33844784	33845229
ENSG00000131721	X	RHOXF2	protein_coding	120158561	120165630
ENSG00000244400	11	RPS4XP12	processed_pseudogene	121250270	121250978
ENSG00000268993	1	RPL22P6	processed_pseudogene	121142051	121142438
ENSG00000105609	19	LILRB5	protein_coding	54249431	54257301
ENSG00000270924	16	AC140658.6	unprocessed_pseudogene	33848476	33848644
ENSG00000178660	3	ARMC10P1	processed_pseudogene	94506766	94507620
ENSG00000271780	14	AL118558.3	lincRNA	101948347	101949425
ENSG00000242911	3	AC140059.1	processed_pseudogene	94935760	94936120
ENSG00000234629	3	WDR82P1	processed_pseudogene	94937086	94938024
ENSG00000139083	12	ETV6	protein_coding	11649854	11895402
ENSG00000261009	16	AC141257.1	lincRNA	33370473	33372915
ENSG00000188710	9	QRFP	protein_coding	130892702	130896812
ENSG00000204116	X	CHIC1	protein_coding	73563200	73687102
ENSG00000261602	16	AC092115.2	antisense	69709874	69710583
ENSG00000258545	X	RHOXF1-AS1	antisense	120036236	120146854
ENSG00000256849	12	TCP1P3	processed_pseudogene	19941521	19943018
ENSG00000239589	3	LINC00879	lincRNA	94938172	95152509
ENSG00000225567	CHR_HSCHR6_MHC_MCF_CTG1	OR2AD1P	unprocessed_pseudogene	29026834	29027761
ENSG00000181019	16	NQO1	protein_coding	69706996	69726668
ENSG00000255910	12	AC024901.1	lincRNA	19775451	20009937
ENSG00000228977	CHR_HSCHR6_MHC_MCF_CTG1	OR2W1	protein_coding	29044362	29045389
ENSG00000227541	X	SFR1P1	processed_pseudogene	120202061	120202748
ENSG00000237757	X	EEF1A1P30	processed_pseudogene	120210461	120212680
ENSG00000233382	X	NKAPP1	transcribed_processed_pseudogene	120120953	120245267
ENSG00000228635	CHR_HSCHR6_MHC_MCF_CTG1	OR2P1P	unprocessed_pseudogene	29071973	29072748
ENSG00000163162	2	RNF149	protein_coding	101271219	101308701
ENSG00000101883	X	RHOXF1	protein_coding	120109053	120115937
ENSG00000271691	16	AC140658.7	unprocessed_pseudogene	33851785	33852069
ENSG00000259290	11	AP001007.3	sense_intronic	125188115	125191404
ENSG00000260312	16	AC140658.2	lincRNA	33857935	33858864
ENSG00000256988	12	AC005833.2	lincRNA	4806542	4808641
ENSG00000254932	11	AP001007.1	antisense	125258626	125266798
ENSG00000096384	6	HSP90AB1	protein_coding	44246166	44253888
ENSG00000227207	1	RPL31P12	processed_pseudogene	72301472	72301829
ENSG00000255639	12	AC005833.1	protein_coding	4649101	4774184
ENSG00000261663	16	AC009065.8	antisense	2240487	2241818
ENSG00000165495	11	PKNOX2	protein_coding	125164687	125433389
ENSG00000167969	16	ECI1	protein_coding	2239402	2252300
ENSG00000269763	19	EXOSC3P2	processed_pseudogene	7813615	7814425
ENSG00000228139	X	LINC01402	lincRNA	120117642	120119700
ENSG00000256799	12	AC005832.3	processed_pseudogene	4635349	4636140
ENSG00000256748	12	AC005832.2	processed_pseudogene	4601991	4603420
ENSG00000274438	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR2DS2	protein_coding	54738507	54752802
ENSG00000230146	X	SEPHS1P4	processed_pseudogene	73769248	73770423
ENSG00000259842	16	IGHV3OR16-16	unprocessed_pseudogene	33949976	33950420
ENSG00000142534	19	RPS11	protein_coding	49496365	49499708
ENSG00000270318	16	IGHV3OR16-11	IG_V_pseudogene	33858896	33859352
ENSG00000205452	16	AC140658.1	processed_transcript	33964547	33976346
ENSG00000245105	12	A2M-AS1	antisense	9065177	9068684
ENSG00000091128	7	LAMB4	protein_coding	108023548	108130361
ENSG00000275513	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	KIR3DL3	protein_coding	54724485	54736502
ENSG00000175899	12	A2M	protein_coding	9067664	9116229
ENSG00000260781	16	ARHGAP23P1	transcribed_unprocessed_pseudogene	33907419	33937167
ENSG00000197386	4	HTT	protein_coding	3041422	3243960
ENSG00000271620	16	IGHV3OR16-7	IG_V_pseudogene	33938337	33938799
ENSG00000270401	16	AC140658.5	unprocessed_pseudogene	33965655	33966091
ENSG00000260525	16	AC140658.3	unprocessed_pseudogene	33875039	33875468
ENSG00000270641	X	TSIX	lincRNA	73792205	73829231
ENSG00000229807	X	XIST	lincRNA	73820651	73852723
ENSG00000261607	16	AC140658.4	unprocessed_pseudogene	33948278	33948548
ENSG00000198555	16	AC133561.1	unprocessed_pseudogene	33976039	33987630
ENSG00000225087	1	AL583808.1	lincRNA	72748921	72899140
ENSG00000224080	3	UBE2FP1	processed_pseudogene	37143512	37143958
ENSG00000227016	1	AL583808.2	lincRNA	72765031	72791282
ENSG00000225558	3	UBE2D3P2	processed_pseudogene	37134658	37135102
ENSG00000285808	1	AL583808.3	lincRNA	72793104	72854475
ENSG00000280317	1	AL732618.1	TEC	72979014	72979314
ENSG00000229636	1	KRT8P21	processed_pseudogene	73104792	73106282
ENSG00000145912	5	NHP2	protein_coding	178149460	178153967
ENSG00000271993	3	AC126118.1	antisense	37182107	37182734
ENSG00000226359	17	ACTG1P24	processed_pseudogene	17242010	17242886
ENSG00000106400	7	ZNHIT1	protein_coding	101218165	101224190
ENSG00000213839	9	TMX2P1	processed_pseudogene	37885683	37886390
ENSG00000070601	9	FRMPD1	protein_coding	37650954	37746904
ENSG00000259458	15	AC100839.1	antisense	62637172	62645291
ENSG00000151287	13	TEX30	protein_coding	102765888	102773811
ENSG00000279214	1	AL109659.3	TEC	48262230	48263179
ENSG00000163913	3	IFT122	protein_coding	129440036	129520507
ENSG00000259370	15	AC103740.1	antisense	62827675	62884034
ENSG00000185436	1	IFNLR1	protein_coding	24154168	24187959
ENSG00000245694	16	CRNDE	lincRNA	54845189	54929189
ENSG00000064995	6	TAF11	protein_coding	34877462	34888089
ENSG00000285548	2	AC068725.1	antisense	50324643	50345598
ENSG00000186446	3	ZNF501	protein_coding	44729596	44737083
ENSG00000277982	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	KIR3DL2	protein_coding	54877123	54893917
ENSG00000179915	2	NRXN1	protein_coding	49918503	51225575
ENSG00000106397	7	PLOD3	protein_coding	101205977	101218420
ENSG00000181803	14	OR6S1	protein_coding	20640696	20641691
ENSG00000138018	2	SELENOI	protein_coding	26308547	26395891
ENSG00000230902	13	FAM204CP	processed_pseudogene	75688556	75689197
ENSG00000243245	CHR_HSCHR6_MHC_SSTO_CTG1	BX248406.2	processed_transcript	32748582	32751171
ENSG00000228444	13	AL137244.1	sense_intronic	75631271	75632135
ENSG00000065060	6	UHRF1BP1	protein_coding	34792015	34883138
ENSG00000231939	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DQB1	protein_coding	32748163	32755410
ENSG00000261105	13	LMO7-AS1	antisense	75604700	75635994
ENSG00000118939	13	UCHL3	protein_coding	75549480	75606020
ENSG00000262237	CHR_HSCHR1_3_CTG31	AL157402.3	antisense	198669040	198678548
ENSG00000258959	14	AL118558.1	transcribed_unitary_pseudogene	102036315	102066228
ENSG00000262210	CHR_HSCHR1_3_CTG31	PEBP1P3	processed_pseudogene	198690621	198691520
ENSG00000196793	10	ZNF239	protein_coding	43556344	43574618
ENSG00000236415	CHR_HSCHR6_MHC_COX_CTG1	PPIAP9	processed_pseudogene	31506943	31507754
ENSG00000016490	1	CLCA1	protein_coding	86468368	86500289
ENSG00000233111	9	RAB1C	processed_pseudogene	37636688	37637293
ENSG00000197102	14	DYNC1H1	protein_coding	101964573	102056443
ENSG00000226055	9	PAICSP1	processed_pseudogene	37878116	37879493
ENSG00000232454	9	AL138752.1	processed_pseudogene	37836044	37836394
ENSG00000232406	20	AL121895.1	antisense	36148726	36155760
ENSG00000147912	9	FBXO10	protein_coding	37510892	37576380
ENSG00000236841	2	AC007750.1	antisense	162159762	162173223
ENSG00000110717	11	NDUFS8	protein_coding	68030617	68036644
ENSG00000237976	1	AL391069.2	antisense	151346967	151348027
ENSG00000143515	1	ATP8B2	protein_coding	154325553	154351304
ENSG00000223831	22	AC005006.1	sense_intronic	30598309	30606687
ENSG00000185339	22	TCN2	protein_coding	30606838	30627278
ENSG00000234201	X	BMI1P1	processed_pseudogene	67791955	67792895
ENSG00000260118	X	AL157700.1	lincRNA	68013470	68014901
ENSG00000232004	10	CAP1P2	processed_pseudogene	43604843	43606251
ENSG00000243607	11	RPL35AP26	processed_pseudogene	126278257	126278577
ENSG00000230414	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DQB1-AS1	processed_transcript	32748576	32749425
ENSG00000198298	10	ZNF485	protein_coding	43606419	43617904
ENSG00000148053	9	NTRK2	protein_coding	84668551	85027070
ENSG00000173567	2	ADGRF3	protein_coding	26308173	26346817
ENSG00000176842	16	IRX5	protein_coding	54930862	54934485
ENSG00000059378	7	PARP12	protein_coding	140023744	140063721
ENSG00000230817	1	LINC01362	lincRNA	82903183	83166815
ENSG00000258818	14	RNASE4	protein_coding	20684560	20701216
ENSG00000236268	1	LINC01361	lincRNA	82973882	82986208
ENSG00000182518	X	FAM104B	protein_coding	55143102	55161310
ENSG00000220008	19	LINGO3	protein_coding	2289784	2292024
ENSG00000214274	14	ANG	protein_coding	20684177	20698971
ENSG00000130332	19	LSM7	protein_coding	2321520	2328611
ENSG00000259711	16	AC106738.1	lincRNA	54934913	54954665
ENSG00000259725	16	AC106738.2	lincRNA	54937786	54938671
ENSG00000261553	13	AL137782.1	processed_transcript	75549773	75807120
ENSG00000251075	4	HTT-AS	antisense	3063471	3074514
ENSG00000107371	9	EXOSC3	protein_coding	37766978	37801437
ENSG00000108384	17	RAD51C	protein_coding	58692573	58735611
ENSG00000232264	4	USP17L24	protein_coding	9325165	9327116
ENSG00000269897	10	COMMD3-BMI1	protein_coding	22316388	22329542
ENSG00000236480	1	PKMP1	processed_pseudogene	114535995	114537840
ENSG00000182916	X	TCEAL7	protein_coding	103330229	103332326
ENSG00000258451	14	AL163636.1	antisense	20693480	20707120
ENSG00000271027	7	AC006380.1	processed_pseudogene	31330711	31330896
ENSG00000224466	1	CDCA4P2	processed_pseudogene	86552625	86553342
ENSG00000259171	14	AL163636.2	protein_coding	20684587	20700576
ENSG00000153923	1	CLCA3P	transcribed_unprocessed_pseudogene	86634273	86655376
ENSG00000166246	16	C16orf71	protein_coding	4734344	4749396
ENSG00000234174	2	AC016683.1	antisense	113171535	113175360
ENSG00000127129	1	EDN2	protein_coding	41478775	41484683
ENSG00000261616	15	AC036108.3	antisense	99139317	99145370
ENSG00000259921	15	AC022819.1	sense_intronic	99157231	99161140
ENSG00000125637	2	PSD4	protein_coding	113157325	113209396
ENSG00000226855	1	RPSAP17	processed_pseudogene	154378207	154379089
ENSG00000230430	4	USP17L25	protein_coding	9329911	9331862
ENSG00000237920	1	AL162591.1	unprocessed_pseudogene	154376966	154379273
ENSG00000103852	15	TTC23	protein_coding	99136323	99251223
ENSG00000256287	12	LINC02398	lincRNA	20014780	20098868
ENSG00000166173	15	LARP6	protein_coding	70829130	70854159
ENSG00000256499	12	LINC02468	lincRNA	20120980	20129813
ENSG00000238049	X	Z92846.1	processed_pseudogene	103347462	103347729
ENSG00000237429	1	BX293535.1	antisense	27525805	27530561
ENSG00000285108	8	AC103718.1	lincRNA	129685401	129723023
ENSG00000270815	2	AC019159.1	processed_pseudogene	124778454	124778640
ENSG00000185222	X	TCEAL9	protein_coding	103356489	103358462
ENSG00000238046	2	MTND5P22	processed_pseudogene	124680722	124680916
ENSG00000155052	2	CNTNAP5	protein_coding	124025287	124915287
ENSG00000174899	3	PQLC2L	protein_coding	157543246	157677749
ENSG00000255872	9	AL138752.2	protein_coding	37588413	38068687
ENSG00000256879	12	AC129102.1	antisense	20361732	20370262
ENSG00000160712	1	IL6R	protein_coding	154405193	154469450
ENSG00000172572	12	PDE3A	protein_coding	20369245	20684381
ENSG00000164600	7	NEUROD6	protein_coding	31337465	31340726
ENSG00000005206	19	SPPL2B	protein_coding	2328615	2355095
ENSG00000256966	9	AL513165.2	protein_coding	37512547	37592469
ENSG00000175874	2	CREG2	protein_coding	101345550	101387503
ENSG00000275599	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	KIR2DS3	protein_coding	54843950	54858409
ENSG00000236915	1	CLCA4-AS1	antisense	86571181	86696311
ENSG00000016602	1	CLCA4	protein_coding	86547078	86580754
ENSG00000141294	17	LRRC46	protein_coding	47831634	47837719
ENSG00000259744	15	AC009269.4	sense_intronic	70848883	70849770
ENSG00000231418	7	AC005090.1	lincRNA	31414645	31421286
ENSG00000168283	10	BMI1	protein_coding	22321099	22331484
ENSG00000274692	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	KIR2DL1	protein_coding	54769275	54783790
ENSG00000226058	2	AC092570.1	processed_pseudogene	101375587	101376055
ENSG00000271198	14	VDAC3P1	processed_pseudogene	99964529	99965378
ENSG00000122696	9	SLC25A51	protein_coding	37879400	37904353
